Location (ns?)	Amplitude (V)
 0.09952	1587.63333
 0.10878	1603.18000
 0.10430	1615.15000
 0.06740	1623.96667
 0.11842	1647.67297
 0.08589	1660.20909
 0.11859	1671.32222
 0.11029	1691.38571
 0.13334	1701.96154
 0.10352	1715.96667
 0.08828	1735.62308
 0.06522	1749.10000
 0.10778	1761.20909
 0.09901	1771.43333
 0.08830	1780.15000
 0.05874	1789.87143
 0.09378	1794.41111
 0.13637	1803.78235
 0.12851	1816.56154
 5.08135	1830.93057
 0.10815	1845.67500
 0.07775	1853.50000
 0.11637	1868.36667
 0.13800	1877.53333
 5.27340	1902.45401
 0.07753	1913.84545
 0.12709	1920.35714
 0.10614	1931.35714
 0.12220	1946.73333
 0.09164	1954.03333
 0.10000	1955.20526
 0.12539	1967.86000
 0.07178	1985.23333
 0.07361	1987.50000
 0.08994	1992.04286
 0.12946	2004.04783
 0.07650	2012.50000
 0.07666	2016.82000
 0.10887	2024.84286
 0.14212	2042.64000
 0.11205	2062.35000
 0.09729	2069.78000
 0.11050	2077.50000
 0.09529	2091.10000
 0.10303	2101.36667
 0.10425	2109.50000
 0.09882	2129.30000
 0.12356	2142.39474
 0.08587	2148.70000
 0.08539	2150.30000
 0.10339	2151.69200
 0.11040	2165.16667
 0.09429	2175.38571
 5.20726	2196.66767
 0.12989	2216.20667
 0.08512	2232.14000
 0.08219	2234.90000
 0.09971	2241.83333
 0.09915	2249.01111
 0.09459	2262.80000
 0.10076	2269.38571
 0.10775	2289.32105
 4.81898	2304.95641
 0.06788	2316.96667
 0.07747	2323.30000
 0.07297	2324.95714
 0.09476	2331.44667
 0.09233	2333.38889
 0.10190	2345.46000
 0.11053	2363.42941
 0.12425	2375.50000
 0.10625	2383.50000
 0.10327	2384.98000
 0.11205	2393.80000
 0.10967	2404.21429
 0.08929	2412.22000
 0.09827	2413.57619
 5.10677	2430.88930
 0.10025	2448.50000
 0.09855	2463.36667
 0.10839	2472.90000
 0.10458	2479.56667
 0.10016	2491.12105
 0.10728	14.10000
 0.13863	25.27778
 5.19371	42.59488
 0.11455	57.80476
 0.12902	70.58000
 0.15646	79.27931
 0.13268	93.71538
 0.12028	110.37692
 0.12271	124.11905
 0.08750	131.50000
 0.09728	133.95455
 0.12364	147.96667
 0.08976	158.42727
 0.10112	170.14000
 0.10263	178.22727
 0.10731	180.60588
 5.30213	197.44726
 0.11367	218.38000
 0.10459	230.74000
 0.08694	235.70000
 0.08787	241.21429
 0.13282	246.63913
 5.29929	272.37137
 0.13078	292.70000
 0.12676	297.55333
 0.14475	306.53478
 0.12651	312.78276
 4.97915	326.92171
 0.10890	338.70870
 0.13637	352.25385
 0.14546	370.04783
 0.07588	377.96667
 0.09507	385.87333
 0.10110	395.10000
 0.10512	397.83333
 0.10207	403.06364
 5.18766	420.65974
 5.21134	438.50440
 0.10752	463.36667
 0.10600	474.50000
 0.11107	476.12667
 5.25460	496.44266
 0.16197	518.90870
 0.14875	532.50000
 5.27498	551.50947
 0.10378	566.76667
 0.12422	576.80000
 0.10533	585.36667
 0.13674	589.10000
 0.12964	592.10000
 0.12301	605.56667
 0.11935	619.76667
 0.12750	622.53636
 0.09990	628.16667
 0.11637	643.36667
 0.13135	652.21429
 0.12607	665.93529
 0.12400	675.79474
 0.12294	679.10000
 0.11564	684.03333
 0.12607	699.06364
 0.10242	707.50000
 5.21523	722.58483
 0.12459	742.65385
 0.13890	751.31935
 0.12655	768.90000
 0.06678	780.70000
 0.09675	794.44286
 0.14750	800.15714
 0.16687	819.72759
 5.21587	847.61146
 0.14117	872.15217
 0.10405	878.20000
 0.11183	881.66842
 0.12087	891.19231
 0.11325	904.50000
 0.12707	924.87333
 5.21939	943.74043
 0.14237	964.30952
 0.11572	981.14800
 0.08778	988.23333
 0.14837	1014.33448
 5.28515	1029.52850
 0.10473	1047.05000
 0.11954	1055.39091
 0.14846	1065.27931
 0.13287	1086.90000
 0.12426	1104.43846
 0.14780	1120.37368
 0.12584	1129.10000
 0.11150	1138.46364
 0.13212	1149.02000
 5.33777	1174.36104
 0.14082	1197.36087
 0.14102	1216.77826
 0.12811	1237.35000
 5.24119	1250.62271
 0.16026	1262.92105
 5.18876	1289.66067
 0.14156	1313.67143
 0.13200	1328.79474
 5.33154	1344.48646
 0.12146	1358.63333
 0.14307	1379.12667
 0.11157	1388.66000
 0.14862	1396.93077
 0.12633	1412.82000
 5.22377	1431.67630
 0.10000	1446.02000
 0.10303	1450.36667
 0.09722	1452.10000
 0.13739	1461.73529
 0.11094	1480.30000
 0.10650	1486.50000
 0.11564	1487.96667
 0.13915	1499.98889
 0.12952	1509.10000
 0.14473	1518.98780
 0.13140	1536.03333
 0.12390	1539.83333
 0.10303	1557.36667
 0.09722	1559.10000
 0.11308	1576.34000
 0.11056	1584.94444
 0.12730	1593.06757
 0.11339	1604.73529
 0.11275	1612.53478
 0.10682	1623.30000
 0.12504	1634.38000
 0.11626	1641.43846
 0.12276	1656.81111
 0.11557	1666.35455
 0.12402	1675.75333
 0.13032	1690.65238
 0.07469	1699.30000
 0.12026	1709.07895
 5.13951	1731.82808
 0.11782	1753.98000
 0.12926	1763.54848
 0.11201	1774.45000
 0.08074	1782.90000
 0.07739	1785.30000
 0.08227	1786.34000
 0.11007	1793.06364
 5.11937	1808.79137
 0.07189	1820.46923
 0.11749	1826.87143
 0.11715	1828.82308
 0.12976	1840.74000
 5.22499	1857.51571
 0.14303	1874.58571
 0.13356	1891.32857
 0.14350	1908.24400
 0.11869	1914.23333
 0.10085	1927.02000
 0.10062	1930.06923
 0.11552	1940.42727
 0.11455	1951.19524
 5.26807	1965.52932
 0.11685	1980.94615
 0.11286	1996.32609
 0.08808	2006.70000
 0.11444	2014.10000
 0.11281	2015.72857
 5.16880	2030.69592
 0.12375	2061.30000
 0.11469	2067.30000
 0.11978	2070.23333
 0.13304	2071.62000
 0.11400	2078.50000
 0.11789	2080.20909
 0.17106	2087.82941
 0.13476	2108.55333
 0.13107	2110.70000
 0.12567	2121.21429
 0.13387	2131.52857
 0.11807	2137.93636
 0.12390	2142.83333
 0.13194	2157.78889
 5.23896	2171.66596
 0.08629	2181.61429
 0.12754	2190.60909
 0.09651	2202.42000
 0.10912	2210.14000
 0.14632	2227.39189
 0.09312	2235.30000
 5.30953	2260.35714
 0.11520	2285.16667
 0.10404	2303.70000
 0.09281	2308.30000
 0.11340	2315.25789
 0.12953	2326.42000
 0.08694	2336.66923
 0.12325	2350.46800
 0.11307	2352.34444
 0.15717	2362.32222
 0.12263	2373.72222
 0.14104	2385.38000
 0.12402	2400.24667
 5.23017	2418.53066
 5.18722	2438.72722
 0.14668	2453.93333
 0.11187	2467.21429
 0.14911	2475.94138
 0.11709	11.02500
 0.09200	21.50000
 0.08543	22.70000
 0.11086	29.34516
 0.11161	42.31818
 0.09005	52.30000
 5.15891	70.60287
 5.18776	120.57990
 0.12102	142.30000
 0.12176	155.57273
 0.11710	167.10000
 0.13142	168.63846
 5.21527	183.59744
 0.12446	194.83333
 0.12519	207.80000
 0.15925	218.48049
 0.14526	226.45152
 0.11833	240.82000
 0.12997	246.86364
 0.11037	266.84118
 0.12187	278.66800
 4.94912	292.08584
 0.13277	318.56957
 0.07687	326.84286
 0.12025	336.50000
 0.12285	349.71333
 0.10405	359.65000
 5.16179	400.50782
 0.11383	415.28182
 0.15252	425.55714
 0.11006	434.63333
 0.12640	444.16667
 0.06673	452.30000
 0.10910	463.90000
 0.10335	476.23333
 0.12558	480.01304
 0.14058	497.77586
 0.09681	508.27143
 0.14858	515.38571
 5.25915	537.46634
 0.10211	558.20000
 0.12342	563.14444
 0.11565	575.06129
 0.12317	585.06667
 0.10567	596.62000
 0.11225	604.95714
 0.09686	615.32609
 5.27001	637.47719
 0.11330	659.35882
 0.10522	666.03103
 5.21406	681.48182
 0.09075	701.50000
 0.09014	703.54000
 0.10044	710.80769
 0.09152	712.63333
 0.14779	720.40857
 5.24986	734.59407
 0.13680	750.86000
 5.27333	766.44805
 0.13907	781.30000
 0.16147	794.95000
 0.10575	803.15714
 0.11025	804.53810
 0.17125	814.46800
 0.09907	821.70000
 5.25066	840.53560
 0.14329	859.90000
 0.13878	871.30000
 0.14951	889.55333
 5.27739	907.42184
 0.10561	920.50000
 0.14456	940.83333
 0.12971	959.07647
 0.14139	970.86000
 0.10066	981.18000
 0.14839	989.07143
 5.25287	1008.47312
 0.12320	1036.83333
 0.12365	1042.10000
 0.12629	1054.61429
 0.10752	1060.63333
 0.12098	1072.06000
 0.13827	1084.14444
 0.15759	1105.06000
 0.12953	1135.61429
 5.25612	1154.43297
 0.14800	1182.20526
 0.14715	1193.01111
 0.14991	1213.13636
 0.12961	1226.27143
 0.09968	1235.86000
 5.20035	1250.61573
 0.12328	1264.40400
 0.12926	1265.54848
 0.13431	1273.96061
 0.11501	1286.43333
 0.12607	1289.93529
 0.12122	1304.90000
 0.12900	1306.88462
 0.10135	1315.30000
 0.11056	1316.86000
 0.17318	1338.64286
 5.30936	1355.38365
 0.12875	1383.50000
 5.05101	1409.06600
 0.13675	1437.91053
 0.16783	1449.33158
 0.13051	1456.54444
 0.12547	1465.30000
 0.13444	1475.19565
 0.14162	1486.12353
 0.10110	1494.92857
 0.13601	1506.05200
 5.29761	1528.40756
 5.25981	1549.47493
 0.15475	1564.47419
 0.12703	1576.36667
 0.16359	1584.26585
 0.13019	1593.92857
 0.11152	1606.05556
 0.14150	1613.50000
 5.27824	1640.45889
 0.15006	1663.36667
 0.11376	1681.42727
 0.13328	1694.42727
 0.13868	1705.06667
 0.11862	1712.84286
 0.16439	1734.90000
 0.10408	1747.70000
 0.10408	1750.30000
 0.11404	1753.60000
 0.14276	1762.55161
 0.11954	1772.39091
 0.15903	1781.41429
 0.11793	1794.70741
 0.14950	1802.51739
 0.11639	1812.07143
 0.12830	1834.85000
 0.11370	1844.02000
 0.09526	1847.58889
 5.14758	1861.64803
 0.09764	1872.41429
 0.11330	1875.35882
 0.12255	1884.40588
 0.11659	1885.65385
 4.79046	1918.25968
 0.10939	1934.14000
 0.15581	1944.26842
 0.13827	1962.66000
 0.15081	1964.08095
 0.12727	1982.02000
 0.10377	2006.41579
 0.12461	2016.04737
 0.12242	2025.72857
 0.11859	2034.32222
 0.12242	2045.27143
 0.09443	2054.75714
 0.08925	2060.81429
 0.10526	2081.54706
 0.12312	2092.32857
 0.09407	2100.06364
 0.09226	2109.43846
 0.10975	2142.50000
 0.09125	2149.50000
 0.10255	2154.10000
 0.10696	2157.30000
 0.11181	2155.83333
 0.08853	2163.43333
 0.10747	2178.10000
 0.08881	2200.72857
 0.09878	2212.39333
 0.13166	2222.28182
 0.09628	2229.62308
 0.09750	2240.50000
 0.08776	2261.96667
 0.08808	2263.70000
 0.09074	2271.12857
 0.08853	2274.56667
 0.08997	2302.13636
 0.07515	2311.01111
 0.06605	2313.70000
 0.13687	2324.19231
 0.08320	2333.16667
 0.11410	2342.66667
 0.06900	2353.50000
 0.07253	2355.56667
 5.12552	2373.72108
 0.11224	2402.02727
 5.10925	2418.78867
 0.12970	2433.98000
 0.11485	2445.28667
 0.11802	2455.43333
 0.12636	2465.11481
 0.15336	2474.35455
 0.06673	 5.70000
 0.10082	17.50000
 0.10509	34.19091
 0.07383	43.28182
 0.08268	47.70000
 0.13185	56.63714
 0.12086	70.32609
 0.10404	74.70000
 0.10318	88.33478
 0.07913	97.76667
 0.11695	110.16154
 0.09901	119.44286
 0.07789	129.20909
 0.11525	141.46800
 0.08602	159.43333
 0.08887	160.80769
 0.10756	168.78800
 0.05725	179.50000
 0.11103	189.00476
 0.08750	206.50000
 0.10050	219.46923
 0.09593	239.24737
 0.08778	242.12222
 0.10623	251.10000
 0.09625	266.50000
 0.12148	288.10000
 0.05250	297.50000
 0.12376	308.45429
 0.08897	338.04286
 0.07710	352.10000
 0.09140	358.03333
 0.09921	369.50000
 0.09916	389.96667
 0.06890	399.86842
 0.10373	411.21429
 0.08778	430.23333
 0.10500	443.08621
 0.10756	453.21200
 0.09878	454.60667
 0.05920	460.83333
 5.25427	480.51158
 0.08437	492.06000
 0.10347	506.63684
 0.11927	524.44146
 0.11691	555.79796
 5.29438	571.51741
 0.09431	587.91818
 0.08218	594.00909
 0.12350	606.50000
 5.23034	622.53470
 0.11250	638.50000
 0.10206	656.01429
 0.11637	664.63333
 0.12637	684.84118
 0.07033	695.18000
 0.08371	698.39091
 0.09107	701.70000
 0.10967	722.21429
 0.10500	733.50000
 0.10066	751.18000
 0.12902	763.43333
 0.08325	774.50000
 0.08197	777.86364
 0.09550	783.46364
 0.08365	784.90000
 0.07779	792.35455
 0.12301	804.55714
 0.11758	813.02308
 5.07165	827.07960
 0.08352	848.36667
 0.11034	869.12857
 0.13078	882.42258
 0.08271	893.11905
 0.07715	895.17692
 4.99502	910.88196
 0.11661	924.04737
 0.14104	932.62000
 0.10162	950.12353
 0.10000	959.47500
 0.12800	972.01429
 0.08429	977.56667
 0.09615	981.25000
 0.12676	991.19730
 0.09116	1001.96667
 0.13295	1010.23333
 0.12512	1027.30000
 0.07033	1036.82000
 0.10740	1046.03333
 0.09885	1061.28667
 0.09578	1079.12222
 0.10800	1098.20526
 0.08391	1109.91600
 0.08669	1118.23333
 0.12512	1129.30000
 0.06139	1139.30000
 0.07251	1141.42000
 0.07565	1143.10000
 0.12653	1159.57059
 5.19175	1175.64680
 0.09950	1189.50000
 0.11783	1200.38837
 0.11755	1209.39333
 0.11317	1222.74000
 0.12468	1231.12857
 5.03968	1250.83785
 0.12394	1275.21111
 0.08388	1283.03333
 0.08713	1284.76667
 0.09194	1295.21111
 0.11129	1300.92857
 0.04535	1311.30000
 0.10250	1322.50000
 0.12475	1330.50000
 0.09324	1350.55714
 0.12954	1355.25758
 0.13412	1371.64286
 0.09600	1381.98571
 0.07950	1385.50000
 0.07903	1389.36667
 0.09827	1402.34000
 0.10376	1417.96667
 0.08691	1435.23333
 0.10651	1457.54444
 0.12183	1466.16061
 0.10526	1477.45294
 0.07507	1486.30000
 0.10258	1496.90000
 0.05535	1508.23333
 0.08273	1520.30000
 0.11610	1528.30000
 5.28511	1550.45213
 0.11622	1573.80000
 0.10583	1594.28182
 0.11709	1603.02500
 5.25120	1619.56939
 0.09783	1635.28182
 0.15825	1645.50000
 0.11011	1655.80000
 0.12844	1677.20000
 0.11127	1690.98000
 0.13513	1720.23333
 0.07680	1745.22308
 5.08576	1757.87590
 0.08975	1783.84286
 0.08375	1786.70000
 0.08606	1810.36667
 5.27038	1826.51862
 0.11886	1841.65484
 0.13630	1860.15000
 0.12793	1874.75263
 0.10237	1895.15882
 0.09142	1907.14444
 0.10522	1915.90000
 0.11907	1926.12667
 0.10211	1940.80000
 0.12350	1951.15714
 0.11026	1960.23333
 0.11984	1971.80667
 0.08584	1982.10000
 0.13900	1991.48182
 0.09144	2004.27600
 0.11216	2016.30000
 0.10525	2018.50000
 0.09312	2034.30000
 0.10885	2049.02000
 0.13605	2065.60000
 0.09971	2075.16667
 5.23484	2095.58148
 0.10350	2106.68519
 0.09731	2107.82000
 0.11463	2123.72222
 0.11725	2137.50000
 0.10401	2149.45000
 0.12051	2156.56154
 0.12642	2168.32703
 0.08601	2178.40000
 0.11278	2197.10000
 0.10826	2212.43846
 0.07856	2220.86000
 0.09637	2232.74615
 0.13335	2244.95143
 5.16347	2257.85981
 0.09504	2275.94444
 0.07275	2284.50000
 0.08171	2286.92353
 5.24917	2305.59326
 0.10002	2324.24667
 0.08510	2329.10000
 0.10179	2334.35455
 0.14875	2346.47949
 0.11687	2356.10000
 0.10553	2367.61429
 0.10866	2372.18000
 0.11507	2375.30000
 0.07978	2383.23333
 0.09842	2387.27143
 0.11929	2413.90000
 0.11298	2419.06000
 0.12783	2422.33158
 0.08388	2433.03333
 0.12050	2444.50000
 0.08098	2451.94000
 0.11109	2465.98571
 5.23042	2481.63325
 0.09459	2494.32222
 5.18844	13.68049
 0.10400	25.50000
 0.09346	26.78235
 0.07442	30.02000
 0.09575	34.50000
 0.13027	42.42381
 0.11204	64.30000
 0.08633	72.82000
 0.09182	75.94000
 0.13185	84.36286
 0.08161	97.50000
 0.09101	103.43333
 0.09443	108.75714
 0.10707	112.70000
 0.09027	119.66000
 0.09637	121.74615
 5.02856	143.67409
 0.10707	156.30000
 0.11397	176.86364
 5.29815	198.49590
 0.07473	223.70000
 0.09484	229.14444
 0.11011	233.20000
 0.13898	238.30000
 0.10956	255.32857
 0.11331	259.18000
 0.10506	269.82632
 5.09024	282.87515
 0.09164	306.03333
 0.13250	312.46923
 0.14279	332.03333
 0.13144	355.27600
 0.08695	368.46000
 0.13994	377.13636
 0.12534	390.03846
 0.10110	394.92857
 0.11370	408.02000
 0.11925	417.50000
 0.10075	430.50000
 0.10778	439.20909
 0.13319	456.80000
 0.12902	472.58000
 5.22605	494.71264
 0.09675	505.90000
 0.10451	509.42000
 5.28111	530.41934
 0.07256	541.83333
 0.12481	560.70000
 0.14851	572.17500
 0.13965	590.90000
 0.12432	604.68462
 0.13280	611.22308
 5.18492	638.64021
 0.11926	649.32759
 0.12500	664.54000
 0.14327	686.43600
 0.14405	738.65000
 0.11265	749.38889
 0.15225	757.47241
 0.12378	774.80000
 5.12670	787.88824
 0.11037	798.15882
 0.11876	808.55333
 0.11954	817.60909
 0.12662	826.15714
 0.13021	836.88824
 0.08539	844.30000
 0.13055	852.36667
 0.11507	871.30000
 5.23238	893.62700
 0.11208	905.83684
 0.11895	916.29355
 5.18650	935.84801
 0.13753	956.38571
 0.07735	965.70000
 0.12171	973.36154
 0.14698	992.18000
 0.12752	998.96667
 0.11006	1009.01429
 0.11867	1026.75714
 4.80966	1048.31333
 0.10313	1065.23333
 5.26860	1082.54747
 0.10404	1095.30000
 0.09604	1100.30000
 0.11043	1106.75714
 0.11685	1114.05385
 5.21831	1131.81183
 0.12510	1150.10000
 0.11552	1167.36667
 0.15056	1183.05556
 5.23670	1205.56336
 0.09120	1216.62000
 0.12340	1234.96667
 5.25883	1250.58362
 0.14002	1273.60000
 0.13652	1287.13077
 0.14237	1288.69048
 0.13107	1300.30000
 0.15164	1305.82000
 5.17934	1326.78517
 0.17679	1348.39565
 0.13950	1363.15714
 0.10425	1371.50000
 5.24287	1384.66005
 0.09973	1395.58800
 0.11212	1408.30000
 0.19060	1425.91333
 0.15500	1446.50000
 0.12327	1467.41429
 0.14904	1480.62000
 0.12815	1498.25000
 0.12676	1499.55333
 0.09498	1512.78000
 0.13302	1519.77826
 0.09312	1529.14000
 0.10522	1543.10000
 0.10525	1545.81429
 0.10525	1548.18571
 0.11978	1559.12222
 0.11727	1571.40588
 0.14134	1579.03846
 0.13770	1589.02000
 5.28386	1605.53876
 0.12462	1621.06923
 0.11833	1644.82000
 0.13340	1658.53333
 0.13125	1670.53200
 0.13674	1678.25385
 0.10707	1688.30000
 0.14530	1698.64118
 0.10776	1719.54211
 0.09698	1727.94000
 0.10885	1738.02000
 0.13125	1751.46800
 3.28674	1776.37024
 0.11204	1784.08000
 0.08967	1790.62000
 0.09202	1792.60000
 0.08125	1794.50000
 0.09452	1795.58889
 0.09334	1818.68824
 0.07654	1825.66000
 0.12463	1841.08182
 0.11404	1873.60000
 0.12513	1883.10000
 0.10683	1894.62903
 0.08515	1900.17692
 0.11004	1903.76667
 5.22645	1929.61064
 0.06887	1948.84286
 0.12535	1963.52222
 0.13956	1974.78800
 0.13940	1996.96667
 0.09851	2006.54444
 0.10211	2021.80000
 0.10553	2032.82941
 0.13085	2042.71333
 0.06987	2053.70000
 0.09994	2060.78889
 0.09556	2064.23333
 0.11042	2088.50000
 0.10827	2091.41765
 2.65688	2101.05091
 0.10990	2116.46000
 0.11113	2118.76667
 0.13106	2137.17059
 0.07525	2149.50000
 0.10816	2159.12105
 0.08324	2173.44545
 0.11353	2180.17059
 0.07405	2187.30000
 0.09484	2191.14444
 0.09509	2199.98571
 0.08244	2213.10000
 0.10383	2221.33158
 0.07006	2234.01429
 0.06256	2236.14000
 0.13481	2244.66000
 0.10256	2259.14000
 0.10522	2267.10000
 0.09075	2279.50000
 0.10539	2288.73529
 0.05800	2296.50000
 0.12098	2311.05000
 0.10701	2324.55714
 0.09753	2334.17059
 0.10039	2347.10000
 0.07383	2357.28182
 0.08102	2360.15000
 5.17596	2379.68804
 0.10303	2390.78889
 0.13188	2403.99032
 0.10291	2413.76667
 0.10026	2433.43846
 0.10378	2444.23333
 0.10531	2460.18000
 0.11598	2470.23333
 0.10982	2477.97059
 0.11427	2479.42381
 0.09844	2485.90000
 0.12815	 5.25000
 0.10029	20.56667
 0.09722	24.10000
 0.08655	32.10000
 0.11026	35.23333
 0.09335	38.70000
 0.11370	50.97826
 0.13535	61.21064
 5.14054	74.75535
 0.11881	94.66000
 0.10850	108.50000
 0.12593	125.70741
 0.12517	142.15217
 0.08250	149.81429
 0.08440	152.35333
 0.10598	159.26296
 0.12875	168.93429
 0.09476	177.55333
 0.13473	186.28824
 0.09601	202.66364
 0.10416	206.70000
 0.09433	209.18000
 0.10765	224.10000
 0.10810	234.70000
 0.12350	243.15714
 0.10356	256.76667
 0.10201	273.40000
 0.14258	284.10000
 0.10201	292.60000
 0.11952	303.03333
 0.11514	310.18889
 0.12579	315.35455
 5.22328	334.51393
 0.08976	349.57273
 0.10530	353.64118
 0.10313	357.23333
 0.13448	365.23333
 0.14550	381.50000
 0.15188	383.21111
 5.18964	402.61816
 0.10600	417.50000
 0.11265	420.19655
 4.80919	431.53396
 0.09431	452.91818
 0.10401	471.53529
 0.09674	473.90000
 0.14861	480.95263
 0.08122	491.90000
 0.14087	512.19778
 5.22728	526.58152
 0.11625	544.72500
 0.10087	554.90000
 0.09050	566.50000
 0.10481	572.72857
 0.09050	579.50000
 0.12475	588.50000
 0.11353	590.61429
 0.13907	603.30000
 0.13696	614.74348
 0.12902	634.30000
 0.14113	646.90000
 0.12257	663.73784
 0.12925	678.18571
 0.12491	681.10000
 0.14520	682.58148
 5.25741	699.45553
 0.12750	710.53636
 0.12539	728.14000
 0.09550	738.50000
 0.11807	754.06471
 0.12051	768.43846
 0.10627	786.34000
 0.09503	819.36667
 0.09168	824.86000
 0.12041	834.30690
 0.10744	845.72400
 0.08584	855.10000
 0.10085	863.05385
 0.12629	873.58649
 0.12562	883.12353
 0.09165	894.10000
 0.13207	903.18421
 0.09356	911.32857
 5.12422	933.75721
 0.12450	959.46923
 0.11001	973.40000
 0.08388	981.03333
 0.09310	988.92857
 5.19593	1004.52590
 0.13165	1031.10000
 0.12384	1041.39020
 5.24027	1056.44866
 0.15771	1083.28667
 0.15296	1096.25652
 0.15002	1108.56667
 5.08376	1128.77526
 0.08427	1142.56667
 0.14513	1153.79600
 0.09612	1164.30000
 0.08902	1165.70000
 0.15040	1175.16667
 0.09254	1184.66000
 0.12024	1193.02727
 5.33007	1222.33422
 5.31636	1250.37104
 0.08125	1263.18571
 0.13237	1272.03684
 0.16446	1282.13429
 0.11007	1290.93636
 0.11547	1295.10000
 0.13335	1302.70000
 0.15127	1313.98000
 0.14241	1324.82727
 0.11753	1330.42000
 0.12851	1336.42000
 0.12742	1339.50000
 0.12611	1343.20000
 0.14882	1347.36087
 0.13608	1351.70000
 0.13359	1354.70000
 5.29731	1370.44642
 5.15496	1389.68336
 0.12454	1421.34000
 0.12375	1423.50000
 0.16958	1438.71224
 5.23558	1458.58779
 0.14294	1481.30000
 0.12964	1488.10000
 0.15494	1493.10000
 0.12402	1504.60000
 0.11370	1513.02174
 0.14062	1525.06923
 0.13315	1540.82308
 0.12250	1542.50000
 0.12676	1555.44667
 0.13520	1568.80968
 0.13754	1577.74242
 0.13531	1587.37200
 0.10962	1605.12353
 0.10765	1613.10000
 0.13156	1624.21200
 0.11308	1635.34000
 0.11467	1637.55000
 0.10531	1654.18000
 0.11001	1669.40000
 0.12251	1691.54444
 0.09764	1702.58571
 0.11069	1711.23333
 0.11525	1712.53200
 0.10900	1724.50000
 0.07894	1737.70000
 0.11007	1747.93636
 0.10085	1760.94615
 0.12931	1776.18000
 0.13212	1790.98000
 0.11853	1800.42941
 0.11784	1809.35185
 0.10451	1820.42000
 0.10139	1824.30000
 0.10912	1833.30000
 0.10085	1834.94615
 0.09675	1842.46522
 4.76765	1860.29697
 0.11565	1875.90000
 0.10597	1892.13636
 0.10676	1905.18889
 5.27431	1927.29001
 0.11228	1945.37692
 0.11590	1954.83333
 0.14262	1964.15714
 0.14576	1973.74000
 0.10375	1983.50000
 0.12030	1992.25000
 0.12102	2002.85000
 0.12476	2020.38571
 5.22380	2037.45528
 0.13851	2062.45556
 0.13789	2073.79333
 0.13107	2090.70000
 0.10474	2103.10000
 0.11677	2115.56957
 0.10939	2135.30000
 0.09576	2145.03333
 0.10167	2148.21429
 0.13939	2164.63043
 0.11322	2182.03103
 0.11237	2193.25385
 0.11588	2197.71053
 0.11273	2211.00769
 0.09276	2217.61429
 0.10462	2220.59333
 0.08618	2228.01429
 0.12886	2239.32609
 0.09140	2248.96667
 0.10354	2258.39091
 0.11784	2268.10000
 0.09384	2281.10000
 0.11375	2286.65000
 4.77625	2302.33176
 5.22757	2330.49063
 0.11047	2347.20769
 0.11685	2358.02000
 0.12830	2366.85000
 0.12170	2379.02000
 0.09078	2385.70000
 0.09481	2387.66000
 0.11178	2397.23333
 0.10936	2407.25556
 0.09578	2410.76667
 0.11400	2417.46667
 5.24894	2431.51312
 0.11566	2446.71818
 0.10525	2460.50000
 0.11427	2465.34000
 0.10281	2477.08095
 0.12200	2493.46667
 0.12268	 7.06667
 0.10487	18.19231
 0.11176	27.96667
 0.12219	45.45000
 5.25067	67.40692
 0.11522	79.51905
 0.12298	98.18000
 0.11178	101.76667
 0.11367	126.38000
 0.11602	147.60000
 0.10459	158.26000
 0.12131	168.18000
 0.10066	180.18000
 0.07564	189.63333
 0.10887	199.84286
 0.09055	209.19524
 0.12368	220.86000
 0.12126	231.45294
 0.11829	239.61429
 0.10561	242.50000
 0.11763	246.70000
 0.10638	257.91176
 0.11094	277.30000
 0.11094	280.70000
 0.06876	289.61429
 4.75275	317.53478
 0.10740	333.03333
 0.11252	352.13077
 0.12944	363.30606
 5.15401	377.74741
 0.07419	389.90000
 0.08850	391.50000
 0.13965	403.90000
 0.13157	419.64545
 0.10752	430.42727
 0.11993	438.24737
 0.11902	450.62727
 5.26615	468.59962
 0.10820	478.66667
 0.08995	487.94000
 0.15010	497.91212
 0.09387	507.52857
 0.08543	511.30000
 0.11300	518.11538
 0.10956	529.32857
 5.24226	559.58171
 0.09266	579.18000
 0.15154	596.60909
 0.10375	607.50000
 0.11376	613.42727
 0.11376	615.57273
 0.13300	628.54000
 0.13166	647.28182
 0.10854	660.34000
 0.11884	666.14444
 5.21338	693.52021
 0.10877	717.56957
 5.24198	739.48942
 0.12005	756.65000
 0.11478	774.39333
 0.13075	789.50000
 0.12575	806.47037
 0.12777	826.43143
 0.13558	844.85238
 0.10571	858.92353
 5.22922	875.56235
 0.10707	912.30000
 0.12805	923.60000
 0.11453	935.20588
 0.10553	940.38571
 0.10474	942.10000
 0.09140	949.96667
 0.08429	962.56667
 5.18027	979.39201
 0.13503	995.36667
 0.11025	1010.50000
 0.12614	1024.85385
 5.05809	1037.83055
 0.11076	1053.44667
 0.12466	1065.18000
 0.12703	1072.00476
 0.13827	1084.66000
 0.13025	1097.50000
 0.14690	1106.68065
 0.12902	1122.58000
 0.16030	1138.15000
 0.15972	1158.24545
 0.10597	1176.13636
 0.10765	1178.10000
 5.17977	1198.75957
 0.12263	1220.27778
 0.09564	1231.06000
 0.08282	1234.70000
 5.26964	1250.45198
 0.09285	1270.02000
 0.12607	1292.06364
 0.10576	1300.57273
 0.10984	1310.10000
 5.21554	1331.47394
 0.12073	1345.99231
 0.12402	1347.40000
 0.12275	1360.50000
